decision_id,timestamp,actor_type,actor_id,entity_type,entity_id,event_sequence,journey_type,journey_instance_id,journey_state
16189,2022-09-15 16:35:10,customer,CUST_000792,,,17802,shopping,inst_02769,browsing
16194,2022-09-15 21:28:37,customer,CUST_000901,,,17807,shopping,inst_02770,browsing
16196,2022-09-15 21:31:37,customer,CUST_000901,,,17809,shopping,inst_02770,browsing
16200,2022-09-15 22:25:55,customer,CUST_001209,,,17813,shopping,inst_02753,browsing
16204,2022-09-15 17:04:40,customer,CUST_001210,,,17817,shopping,inst_02754,browsing
16207,2022-09-15 17:07:40,customer,CUST_001210,,,17820,shopping,inst_02754,browsing
16210,2022-09-15 10:58:46,customer,CUST_001211,,,17823,shopping,inst_02755,browsing
16213,2022-09-15 17:09:09,customer,CUST_001212,,,17826,shopping,inst_02756,browsing
16215,2022-09-15 17:12:09,customer,CUST_001212,,,17828,shopping,inst_02756,considering
16235,2022-09-16 20:24:22,customer,CUST_000164,,,17852,shopping,inst_02775,considering
16241,2022-09-16 16:27:41,customer,CUST_000170,,,17858,shopping,inst_02776,browsing
16244,2022-09-16 16:31:14,customer,CUST_000170,,,17861,shopping,inst_02776,browsing
16248,2022-09-16 20:24:03,customer,CUST_000203,,,17865,shopping,inst_02777,browsing
16250,2022-09-16 20:27:03,customer,CUST_000203,,,17867,shopping,inst_02777,browsing
16252,2022-09-16 20:55:32,customer,CUST_000203,,,17869,shopping,inst_02777,considering
16256,2022-09-16 17:10:37,customer,CUST_000296,,,17873,shopping,inst_02778,browsing
16258,2022-09-16 17:13:37,customer,CUST_000296,,,17875,shopping,inst_02778,browsing
16263,2022-09-16 11:39:21,customer,CUST_000344,,,17880,shopping,inst_02781,browsing
16266,2022-09-16 11:42:21,customer,CUST_000344,,,17883,shopping,inst_02781,browsing
16271,2022-09-16 21:48:14,customer,CUST_000346,,,17888,shopping,inst_02782,browsing
16272,2022-09-16 21:51:14,customer,CUST_000346,,,17889,shopping,inst_02782,browsing
16274,2022-09-16 21:54:14,customer,CUST_000346,,,17891,shopping,inst_02782,browsing
16276,2022-09-16 18:33:59,customer,CUST_000414,,,17893,shopping,inst_02783,browsing
16277,2022-09-16 18:36:59,customer,CUST_000414,,,17894,shopping,inst_02783,browsing
16280,2022-09-16 18:41:14,customer,CUST_000414,,,17897,shopping,inst_02783,browsing
16283,2022-09-16 18:44:14,customer,CUST_000414,,,17900,shopping,inst_02783,browsing
16285,2022-09-16 19:00:31,customer,CUST_000414,,,17902,shopping,inst_02783,considering
16288,2022-09-16 18:00:25,customer,CUST_000440,,,17905,shopping,inst_02784,browsing
16291,2022-09-16 18:03:25,customer,CUST_000440,,,17908,shopping,inst_02784,browsing
16294,2022-09-16 18:23:17,customer,CUST_000440,,,17911,shopping,inst_02784,considering
16297,2022-09-16 22:17:13,customer,CUST_000720,,,17914,shopping,inst_02785,browsing
16302,2022-09-16 09:58:27,customer,CUST_000901,,,17919,shopping,inst_02787,browsing
16304,2022-09-16 10:01:27,customer,CUST_000901,,,17921,shopping,inst_02787,browsing
16306,2022-09-16 09:05:53,customer,CUST_001213,,,17923,shopping,inst_02771,browsing
16311,2022-09-16 09:23:38,customer,CUST_001214,,,17928,shopping,inst_02772,considering
16312,2022-09-16 09:28:38,customer,CUST_001214,,,17929,shopping,inst_02772,checkout
16315,2022-09-16 09:35:05,customer,CUST_001214,,,17933,shopping,inst_02772,purchased
16320,2022-09-16 22:29:03,customer,CUST_001216,,,17938,shopping,inst_02774,considering
16360,2022-09-17 22:36:17,customer,CUST_000016,,,17988,shopping,inst_02798,considering
16365,2022-09-17 20:38:28,customer,CUST_000135,,,17993,shopping,inst_02799,browsing
16368,2022-09-17 20:41:28,customer,CUST_000135,,,17996,shopping,inst_02799,browsing
16372,2022-09-17 10:23:41,customer,CUST_000170,,,18000,shopping,inst_02800,considering
16377,2022-09-17 19:03:33,customer,CUST_000199,,,18005,shopping,inst_02801,considering
16379,2022-09-17 19:18:23,customer,CUST_000199,,,18007,shopping,inst_02801,checkout
16380,2022-09-17 19:22:13,customer,CUST_000199,,,18008,shopping,inst_02801,purchased
16383,2022-09-17 12:24:11,customer,CUST_000200,,,18011,shopping,inst_02802,browsing
16384,2022-09-17 12:27:11,customer,CUST_000200,,,18012,shopping,inst_02802,browsing
16387,2022-09-17 20:08:41,customer,CUST_000313,,,18015,shopping,inst_02803,browsing
16389,2022-09-17 20:21:00,customer,CUST_000313,,,18017,shopping,inst_02803,considering
16393,2022-09-17 07:24:00,customer,CUST_000340,,,18021,shopping,inst_02804,browsing
16396,2022-09-17 07:27:00,customer,CUST_000340,,,18024,shopping,inst_02804,browsing
16398,2022-09-17 07:30:00,customer,CUST_000340,,,18026,shopping,inst_02804,browsing
16399,2022-09-17 07:33:00,customer,CUST_000340,,,18027,shopping,inst_02804,browsing
16402,2022-09-17 07:36:00,customer,CUST_000340,,,18030,shopping,inst_02804,browsing
16404,2022-09-17 07:39:00,customer,CUST_000340,,,18032,shopping,inst_02804,browsing
16408,2022-09-17 22:06:59,customer,CUST_000440,,,18036,shopping,inst_02805,browsing
16410,2022-09-17 22:18:26,customer,CUST_000440,,,18038,shopping,inst_02805,considering
16415,2022-09-17 11:30:45,customer,CUST_000497,,,18043,shopping,inst_02806,browsing
16418,2022-09-17 11:33:45,customer,CUST_000497,,,18046,shopping,inst_02806,browsing
16420,2022-09-17 11:36:45,customer,CUST_000497,,,18048,shopping,inst_02806,considering
16424,2022-09-17 20:22:24,customer,CUST_000532,,,18052,shopping,inst_02807,browsing
16425,2022-09-17 20:25:24,customer,CUST_000532,,,18053,shopping,inst_02807,browsing
16428,2022-09-17 20:28:24,customer,CUST_000532,,,18056,shopping,inst_02807,browsing
16431,2022-09-17 20:31:24,customer,CUST_000532,,,18059,shopping,inst_02807,browsing
16434,2022-09-17 20:34:24,customer,CUST_000532,,,18062,shopping,inst_02807,browsing
16437,2022-09-17 11:57:34,customer,CUST_000656,,,18065,shopping,inst_02808,browsing
16439,2022-09-17 12:01:10,customer,CUST_000656,,,18067,shopping,inst_02808,browsing
16441,2022-09-17 12:04:10,customer,CUST_000656,,,18069,shopping,inst_02808,browsing
16442,2022-09-17 12:07:10,customer,CUST_000656,,,18070,shopping,inst_02808,browsing
16445,2022-09-17 12:10:10,customer,CUST_000656,,,18073,shopping,inst_02808,browsing
16449,2022-09-17 22:00:39,customer,CUST_000720,,,18077,shopping,inst_02810,considering
16453,2022-09-17 14:18:04,customer,CUST_000734,,,18081,shopping,inst_02811,browsing
16454,2022-09-17 14:25:05,customer,CUST_000734,,,18082,shopping,inst_02811,browsing
16457,2022-09-17 14:28:05,customer,CUST_000734,,,18085,shopping,inst_02811,browsing
16460,2022-09-17 14:31:05,customer,CUST_000734,,,18088,shopping,inst_02811,browsing
16463,2022-09-17 14:34:05,customer,CUST_000734,,,18091,shopping,inst_02811,browsing
16467,2022-09-17 19:27:01,customer,CUST_000779,,,18095,shopping,inst_02812,considering
16472,2022-09-17 16:19:23,customer,CUST_000796,,,18100,shopping,inst_02813,browsing
16475,2022-09-17 16:22:23,customer,CUST_000796,,,18103,shopping,inst_02813,browsing
16478,2022-09-17 16:26:53,customer,CUST_000796,,,18106,shopping,inst_02813,browsing
16481,2022-09-17 11:59:01,customer,CUST_000801,,,18109,shopping,inst_02814,browsing
16482,2022-09-17 12:06:42,customer,CUST_000801,,,18110,shopping,inst_02814,browsing
16484,2022-09-17 12:09:42,customer,CUST_000801,,,18112,shopping,inst_02814,browsing
16490,2022-09-17 17:50:42,customer,CUST_000859,,,18118,shopping,inst_02817,browsing
16492,2022-09-17 17:53:42,customer,CUST_000859,,,18120,shopping,inst_02817,browsing
16498,2022-09-17 19:41:01,customer,CUST_001020,,,18126,shopping,inst_02819,browsing
16502,2022-09-17 21:02:27,customer,CUST_001056,,,18130,shopping,inst_02820,considering
16504,2022-09-17 21:16:45,customer,CUST_001056,,,18132,shopping,inst_02820,checkout
16506,2022-09-17 21:18:45,customer,CUST_001056,,,18135,shopping,inst_02820,purchased
16510,2022-09-17 17:44:48,customer,CUST_001075,,,18139,shopping,inst_02822,browsing
16511,2022-09-17 17:51:34,customer,CUST_001075,,,18140,shopping,inst_02822,browsing
16515,2022-09-17 08:20:46,customer,CUST_001217,,,18144,shopping,inst_02788,considering
16521,2022-09-17 18:35:53,customer,CUST_001218,,,18150,shopping,inst_02789,browsing
16524,2022-09-17 18:38:53,customer,CUST_001218,,,18153,shopping,inst_02789,considering
16527,2022-09-17 18:44:03,customer,CUST_001218,,,18156,shopping,inst_02789,checkout
16530,2022-09-17 18:46:03,customer,CUST_001218,,,18160,shopping,inst_02789,purchased
16534,2022-09-17 20:25:31,customer,CUST_001220,,,18164,shopping,inst_02791,browsing
16535,2022-09-17 20:49:05,customer,CUST_001220,,,18165,shopping,inst_02791,considering
16540,2022-09-17 19:40:15,customer,CUST_001221,,,18170,shopping,inst_02792,browsing
16543,2022-09-17 19:43:15,customer,CUST_001221,,,18173,shopping,inst_02792,considering
16547,2022-09-17 09:26:23,customer,CUST_001222,,,18177,shopping,inst_02793,browsing
16550,2022-09-17 09:31:29,customer,CUST_001222,,,18180,shopping,inst_02793,considering
16558,2022-09-17 15:15:31,customer,CUST_001225,,,18188,shopping,inst_02796,browsing
16560,2022-09-17 15:18:31,customer,CUST_001225,,,18190,shopping,inst_02796,browsing
16562,2022-09-17 15:22:32,customer,CUST_001225,,,18192,shopping,inst_02796,browsing
16564,2022-09-17 15:28:36,customer,CUST_001225,,,18194,shopping,inst_02796,considering
16601,2022-09-18 21:30:08,customer,CUST_000058,,,18238,shopping,inst_02830,browsing
16603,2022-09-18 21:33:08,customer,CUST_000058,,,18240,shopping,inst_02830,browsing
16605,2022-09-18 21:36:08,customer,CUST_000058,,,18242,shopping,inst_02830,browsing
16608,2022-09-18 21:46:16,customer,CUST_000058,,,18245,shopping,inst_02830,considering
16610,2022-09-18 22:42:57,customer,CUST_000122,,,18247,shopping,inst_02831,browsing
16615,2022-09-18 19:17:57,customer,CUST_000164,,,18252,shopping,inst_02832,browsing
16619,2022-09-18 13:12:50,customer,CUST_000177,,,18256,shopping,inst_02834,considering
16622,2022-09-18 13:30:37,customer,CUST_000177,,,18259,shopping,inst_02834,checkout
16624,2022-09-18 13:32:37,customer,CUST_000177,,,18261,shopping,inst_02834,purchased
16630,2022-09-18 18:19:35,customer,CUST_000203,,,18267,shopping,inst_02836,browsing
16632,2022-09-18 18:23:17,customer,CUST_000203,,,18269,shopping,inst_02836,browsing
16637,2022-09-18 19:16:32,customer,CUST_000302,,,18274,shopping,inst_02837,browsing
16642,2022-09-18 10:20:45,customer,CUST_000346,,,18279,shopping,inst_02840,browsing
16648,2022-09-18 15:32:31,customer,CUST_000607,,,18285,shopping,inst_02843,browsing
16649,2022-09-18 15:35:31,customer,CUST_000607,,,18286,shopping,inst_02843,browsing
16651,2022-09-18 12:58:11,customer,CUST_000710,,,18288,shopping,inst_02844,browsing
16652,2022-09-18 13:09:40,customer,CUST_000710,,,18289,shopping,inst_02844,browsing
16655,2022-09-18 13:17:29,customer,CUST_000710,,,18292,shopping,inst_02844,browsing
16658,2022-09-18 13:25:04,customer,CUST_000710,,,18295,shopping,inst_02844,browsing
16661,2022-09-18 13:16:00,customer,CUST_000734,,,18298,shopping,inst_02845,browsing
16667,2022-09-18 19:40:14,customer,CUST_000779,,,18304,shopping,inst_02847,browsing
16672,2022-09-18 11:39:39,customer,CUST_000796,,,18309,shopping,inst_02848,browsing
16673,2022-09-18 11:42:39,customer,CUST_000796,,,18310,shopping,inst_02848,browsing
16676,2022-09-18 11:45:39,customer,CUST_000796,,,18313,shopping,inst_02848,browsing
16677,2022-09-18 12:04:07,customer,CUST_000796,,,18314,shopping,inst_02848,considering
16679,2022-09-18 12:17:27,customer,CUST_000796,,,18316,shopping,inst_02848,checkout
16683,2022-09-18 12:19:27,customer,CUST_000796,,,18321,shopping,inst_02848,purchased
16687,2022-09-18 20:55:49,customer,CUST_000801,,,18325,shopping,inst_02849,browsing
16691,2022-09-18 19:02:57,customer,CUST_000859,,,18329,shopping,inst_02850,browsing
16692,2022-09-18 19:05:57,customer,CUST_000859,,,18330,shopping,inst_02850,considering
16697,2022-09-18 19:31:02,customer,CUST_000971,,,18335,shopping,inst_02851,browsing
16700,2022-09-18 14:35:52,customer,CUST_001020,,,18338,shopping,inst_02852,browsing
16704,2022-09-18 16:17:20,customer,CUST_001075,,,18342,shopping,inst_02853,browsing
16707,2022-09-18 16:21:07,customer,CUST_001075,,,18345,shopping,inst_02853,browsing
16711,2022-09-18 18:14:53,customer,CUST_001227,,,18349,shopping,inst_02823,browsing
16713,2022-09-18 18:20:28,customer,CUST_001227,,,18351,shopping,inst_02823,considering
16717,2022-09-18 18:34:34,customer,CUST_001227,,,18355,shopping,inst_02823,checkout
16720,2022-09-18 18:36:34,customer,CUST_001227,,,18359,shopping,inst_02823,purchased
16728,2022-09-18 15:18:04,customer,CUST_001230,,,18367,shopping,inst_02826,browsing
16729,2022-09-18 15:21:04,customer,CUST_001230,,,18368,shopping,inst_02826,browsing
16732,2022-09-18 15:26:51,customer,CUST_001230,,,18371,shopping,inst_02826,browsing
16735,2022-09-18 15:38:55,customer,CUST_001230,,,18374,shopping,inst_02826,considering
16743,2022-09-18 15:59:22,customer,CUST_001232,,,18382,shopping,inst_02828,browsing
16746,2022-09-18 16:02:22,customer,CUST_001232,,,18385,shopping,inst_02828,browsing
16749,2022-09-18 16:05:22,customer,CUST_001232,,,18388,shopping,inst_02828,browsing
16751,2022-09-18 16:13:06,customer,CUST_001232,,,18390,shopping,inst_02828,browsing
16754,2022-09-18 16:16:06,customer,CUST_001232,,,18393,shopping,inst_02828,browsing
16755,2022-09-18 16:19:06,customer,CUST_001232,,,18394,shopping,inst_02828,browsing
16758,2022-09-18 16:22:06,customer,CUST_001232,,,18397,shopping,inst_02828,browsing
16759,2022-09-18 16:25:06,customer,CUST_001232,,,18398,shopping,inst_02828,browsing
16762,2022-09-18 16:28:06,customer,CUST_001232,,,18401,shopping,inst_02828,browsing
16764,2022-09-18 16:20:04,customer,CUST_001233,,,18403,shopping,inst_02829,considering
16784,2022-09-19 13:47:48,customer,CUST_000296,,,18427,shopping,inst_02859,browsing
16786,2022-09-19 13:50:48,customer,CUST_000296,,,18429,shopping,inst_02859,browsing
16789,2022-09-19 13:53:48,customer,CUST_000296,,,18432,shopping,inst_02859,considering
16793,2022-09-19 17:57:59,customer,CUST_000344,,,18436,shopping,inst_02860,considering
16795,2022-09-19 18:03:30,customer,CUST_000344,,,18438,shopping,inst_02860,checkout
16798,2022-09-19 18:18:32,customer,CUST_000344,,,18442,shopping,inst_02860,purchased
16803,2022-09-19 08:02:21,customer,CUST_000656,,,18447,shopping,inst_02862,browsing
16807,2022-09-19 21:59:33,customer,CUST_000687,,,18451,shopping,inst_02863,browsing
16810,2022-09-19 22:04:23,customer,CUST_000687,,,18454,shopping,inst_02863,browsing
16817,2022-09-19 11:27:22,customer,CUST_000971,,,18461,shopping,inst_02867,browsing
16818,2022-09-19 11:30:22,customer,CUST_000971,,,18462,shopping,inst_02867,browsing
16820,2022-09-19 11:33:22,customer,CUST_000971,,,18464,shopping,inst_02867,browsing
16822,2022-09-19 11:36:22,customer,CUST_000971,,,18466,shopping,inst_02867,browsing
16825,2022-09-19 11:39:22,customer,CUST_000971,,,18469,shopping,inst_02867,browsing
16827,2022-09-19 11:42:22,customer,CUST_000971,,,18471,shopping,inst_02867,browsing
16830,2022-09-19 11:45:22,customer,CUST_000971,,,18474,shopping,inst_02867,browsing
16831,2022-09-19 11:52:33,customer,CUST_000971,,,18475,shopping,inst_02867,considering
16835,2022-09-19 11:04:53,customer,CUST_001063,,,18479,shopping,inst_02868,considering
16839,2022-09-19 17:48:48,customer,CUST_001235,,,18483,shopping,inst_02855,browsing
16842,2022-09-19 17:51:48,customer,CUST_001235,,,18486,shopping,inst_02855,browsing
16844,2022-09-19 18:01:55,customer,CUST_001235,,,18488,shopping,inst_02855,considering
16848,2022-09-19 19:44:30,customer,CUST_001236,,,18492,shopping,inst_02856,browsing
16850,2022-09-19 19:47:30,customer,CUST_001236,,,18494,shopping,inst_02856,browsing
16853,2022-09-19 19:50:33,customer,CUST_001236,,,18497,shopping,inst_02856,browsing
16855,2022-09-19 19:53:33,customer,CUST_001236,,,18499,shopping,inst_02856,browsing
16857,2022-09-19 19:56:33,customer,CUST_001236,,,18501,shopping,inst_02856,browsing
16860,2022-09-19 19:59:33,customer,CUST_001236,,,18504,shopping,inst_02856,browsing
16862,2022-09-19 20:02:33,customer,CUST_001236,,,18506,shopping,inst_02856,browsing
16865,2022-09-19 20:05:33,customer,CUST_001236,,,18509,shopping,inst_02856,browsing
16869,2022-09-19 15:30:21,customer,CUST_001237,,,18513,shopping,inst_02857,considering
16871,2022-09-19 15:35:21,customer,CUST_001237,,,18515,shopping,inst_02857,checkout
16873,2022-09-19 15:37:21,customer,CUST_001237,,,18518,shopping,inst_02857,purchased
16891,2022-09-20 16:38:23,customer,CUST_000016,,,18542,shopping,inst_02875,browsing
16893,2022-09-20 16:41:23,customer,CUST_000016,,,18544,shopping,inst_02875,browsing
16899,2022-09-20 18:10:59,customer,CUST_000203,,,18550,shopping,inst_02877,browsing
16901,2022-09-20 11:39:31,customer,CUST_000313,,,18552,shopping,inst_02878,considering
16906,2022-09-20 20:03:48,customer,CUST_000581,,,18557,shopping,inst_02880,browsing
16908,2022-09-20 14:57:09,customer,CUST_000656,,,18559,shopping,inst_02881,browsing
16912,2022-09-20 13:00:39,customer,CUST_000982,,,18563,shopping,inst_02883,browsing
16914,2022-09-20 13:03:39,customer,CUST_000982,,,18565,shopping,inst_02883,browsing
16917,2022-09-20 13:07:10,customer,CUST_000982,,,18568,shopping,inst_02883,browsing
16920,2022-09-20 13:14:33,customer,CUST_000982,,,18571,shopping,inst_02883,browsing
16922,2022-09-20 13:17:33,customer,CUST_000982,,,18573,shopping,inst_02883,browsing
16924,2022-09-20 13:55:08,customer,CUST_000982,,,18575,shopping,inst_02883,considering
16926,2022-09-20 17:08:58,customer,CUST_001238,,,18577,shopping,inst_02869,browsing
16928,2022-09-20 17:14:19,customer,CUST_001238,,,18579,shopping,inst_02869,considering
16930,2022-09-20 18:33:59,customer,CUST_001239,,,18581,shopping,inst_02870,browsing
16932,2022-09-20 18:36:59,customer,CUST_001239,,,18583,shopping,inst_02870,considering
16935,2022-09-20 08:34:10,customer,CUST_001240,,,18586,shopping,inst_02871,browsing
16939,2022-09-20 10:51:34,customer,CUST_001242,,,18590,shopping,inst_02873,browsing
16944,2022-09-20 11:19:21,customer,CUST_001243,,,18595,shopping,inst_02874,browsing
16946,2022-09-20 11:36:05,customer,CUST_001243,,,18597,shopping,inst_02874,browsing
16948,2022-09-20 11:39:05,customer,CUST_001243,,,18599,shopping,inst_02874,browsing
16950,2022-09-20 11:42:28,customer,CUST_001243,,,18601,shopping,inst_02874,browsing
16953,2022-09-20 11:45:28,customer,CUST_001243,,,18604,shopping,inst_02874,browsing
16976,2022-09-21 21:58:09,customer,CUST_000016,,,18630,shopping,inst_02887,browsing
16979,2022-09-21 22:01:09,customer,CUST_000016,,,18633,shopping,inst_02887,browsing
16981,2022-09-21 14:30:47,customer,CUST_000058,,,18635,shopping,inst_02888,considering
16990,2022-09-21 19:40:45,customer,CUST_000315,,,18644,shopping,inst_02892,considering
16994,2022-09-21 14:03:02,customer,CUST_000556,,,18648,shopping,inst_02894,considering
16995,2022-09-21 14:12:29,customer,CUST_000556,,,18649,shopping,inst_02894,checkout
16996,2022-09-21 14:14:29,customer,CUST_000556,,,18650,shopping,inst_02894,purchased
16997,2022-09-21 20:19:45,customer,CUST_000581,,,18651,shopping,inst_02895,browsing
16999,2022-09-21 20:22:45,customer,CUST_000581,,,18653,shopping,inst_02895,browsing
17001,2022-09-21 20:25:45,customer,CUST_000581,,,18655,shopping,inst_02895,browsing
17002,2022-09-21 20:28:45,customer,CUST_000581,,,18656,shopping,inst_02895,browsing
17007,2022-09-21 14:44:08,customer,CUST_000720,,,18661,shopping,inst_02897,browsing
17012,2022-09-21 14:22:54,customer,CUST_000818,,,18666,shopping,inst_02899,considering
17014,2022-09-21 14:28:36,customer,CUST_000818,,,18668,shopping,inst_02899,checkout
17020,2022-09-21 16:15:53,customer,CUST_001020,,,18674,shopping,inst_02901,browsing
17022,2022-09-21 16:18:53,customer,CUST_001020,,,18676,shopping,inst_02901,browsing
17025,2022-09-21 16:21:53,customer,CUST_001020,,,18679,shopping,inst_02901,browsing
17032,2022-09-21 20:21:40,customer,CUST_001244,,,18686,shopping,inst_02884,browsing
17034,2022-09-21 20:24:40,customer,CUST_001244,,,18688,shopping,inst_02884,browsing
17036,2022-09-21 20:27:40,customer,CUST_001244,,,18690,shopping,inst_02884,browsing
17039,2022-09-21 14:19:36,customer,CUST_001245,,,18693,shopping,inst_02885,considering
17075,2022-09-22 19:51:08,customer,CUST_000122,,,18739,shopping,inst_02915,browsing
17078,2022-09-22 19:58:27,customer,CUST_000122,,,18742,shopping,inst_02915,browsing
17079,2022-09-22 20:01:27,customer,CUST_000122,,,18743,shopping,inst_02915,browsing
17081,2022-09-22 20:04:27,customer,CUST_000122,,,18745,shopping,inst_02915,browsing
17083,2022-09-22 20:07:27,customer,CUST_000122,,,18747,shopping,inst_02915,browsing
17085,2022-09-22 20:10:27,customer,CUST_000122,,,18749,shopping,inst_02915,considering
17091,2022-09-22 19:36:09,customer,CUST_000135,,,18755,shopping,inst_02916,browsing
17094,2022-09-22 19:39:09,customer,CUST_000135,,,18758,shopping,inst_02916,browsing
17096,2022-09-22 19:42:18,customer,CUST_000135,,,18760,shopping,inst_02916,considering
17100,2022-09-22 14:52:16,customer,CUST_000315,,,18764,shopping,inst_02918,browsing
17103,2022-09-22 11:15:00,customer,CUST_000346,,,18767,shopping,inst_02920,considering
17108,2022-09-22 16:30:35,customer,CUST_000488,,,18772,shopping,inst_02921,considering
17109,2022-09-22 16:40:58,customer,CUST_000488,,,18773,shopping,inst_02921,checkout
17111,2022-09-22 16:48:12,customer,CUST_000488,,,18775,shopping,inst_02921,purchased
17115,2022-09-22 14:54:18,customer,CUST_000597,,,18779,shopping,inst_02922,browsing
17117,2022-09-22 18:14:37,customer,CUST_000687,,,18781,shopping,inst_02923,browsing
17120,2022-09-22 18:17:37,customer,CUST_000687,,,18784,shopping,inst_02923,browsing
17122,2022-09-22 18:20:37,customer,CUST_000687,,,18786,shopping,inst_02923,browsing
17125,2022-09-22 18:26:00,customer,CUST_000687,,,18789,shopping,inst_02923,browsing
17128,2022-09-22 18:34:00,customer,CUST_000687,,,18792,shopping,inst_02923,considering
17133,2022-09-22 06:07:36,customer,CUST_000818,,,18797,shopping,inst_02927,browsing
17135,2022-09-22 06:10:36,customer,CUST_000818,,,18799,shopping,inst_02927,browsing
17138,2022-09-22 06:58:31,customer,CUST_000818,,,18802,shopping,inst_02927,considering
17141,2022-09-22 07:13:45,customer,CUST_000818,,,18805,shopping,inst_02927,checkout
17144,2022-09-22 07:23:25,customer,CUST_000818,,,18809,shopping,inst_02927,purchased
17148,2022-09-22 19:09:34,customer,CUST_000859,,,18813,shopping,inst_02928,browsing
17151,2022-09-22 19:13:20,customer,CUST_000859,,,18816,shopping,inst_02928,browsing
17153,2022-09-22 19:16:20,customer,CUST_000859,,,18818,shopping,inst_02928,browsing
17155,2022-09-22 19:19:20,customer,CUST_000859,,,18820,shopping,inst_02928,browsing
17157,2022-09-22 20:40:17,customer,CUST_001179,,,18822,shopping,inst_02930,browsing
17162,2022-09-22 14:36:59,customer,CUST_001247,,,18827,shopping,inst_02904,considering
17164,2022-09-22 14:41:59,customer,CUST_001247,,,18829,shopping,inst_02904,checkout
17167,2022-09-22 14:49:16,customer,CUST_001247,,,18833,shopping,inst_02904,purchased
17172,2022-09-22 13:57:33,customer,CUST_001249,,,18838,shopping,inst_02906,considering
17176,2022-09-22 22:26:38,customer,CUST_001250,,,18842,shopping,inst_02907,browsing
17178,2022-09-22 22:29:38,customer,CUST_001250,,,18844,shopping,inst_02907,browsing
17181,2022-09-22 22:33:12,customer,CUST_001250,,,18847,shopping,inst_02907,considering
17186,2022-09-22 18:54:55,customer,CUST_001251,,,18852,shopping,inst_02908,browsing
17189,2022-09-22 18:57:55,customer,CUST_001251,,,18855,shopping,inst_02908,browsing
17192,2022-09-22 11:59:04,customer,CUST_001254,,,18858,shopping,inst_02911,browsing
17195,2022-09-22 20:01:19,customer,CUST_001255,,,18861,shopping,inst_02912,browsing
17199,2022-09-22 11:06:46,customer,CUST_001256,,,18865,shopping,inst_02913,browsing
17223,2022-09-23 19:55:05,customer,CUST_000028,,,18897,shopping,inst_02941,browsing
17227,2022-09-23 22:14:41,customer,CUST_000164,,,18901,shopping,inst_02942,browsing
17231,2022-09-23 10:36:53,customer,CUST_000302,,,18905,shopping,inst_02943,browsing
17233,2022-09-23 10:39:53,customer,CUST_000302,,,18907,shopping,inst_02943,browsing
17236,2022-09-23 10:42:53,customer,CUST_000302,,,18910,shopping,inst_02943,browsing
17238,2022-09-23 11:08:08,customer,CUST_000302,,,18912,shopping,inst_02943,considering
17243,2022-09-23 20:41:29,customer,CUST_000720,,,18917,shopping,inst_02945,browsing
17248,2022-09-23 11:43:54,customer,CUST_000835,,,18922,shopping,inst_02947,browsing
17254,2022-09-23 15:30:36,customer,CUST_001175,,,18928,shopping,inst_02949,browsing
17257,2022-09-23 15:33:36,customer,CUST_001175,,,18931,shopping,inst_02949,browsing
17260,2022-09-23 15:36:36,customer,CUST_001175,,,18934,shopping,inst_02949,browsing
17262,2022-09-23 15:41:34,customer,CUST_001175,,,18936,shopping,inst_02949,browsing
17267,2022-09-23 12:47:46,customer,CUST_001257,,,18941,shopping,inst_02932,considering
17275,2022-09-23 09:55:19,customer,CUST_001260,,,18949,shopping,inst_02935,browsing
17278,2022-09-23 09:58:19,customer,CUST_001260,,,18952,shopping,inst_02935,browsing
17281,2022-09-23 18:59:59,customer,CUST_001261,,,18955,shopping,inst_02936,browsing
17283,2022-09-23 07:51:03,customer,CUST_001262,,,18957,shopping,inst_02937,browsing
17286,2022-09-23 22:45:48,customer,CUST_001263,,,18960,shopping,inst_02938,browsing
17289,2022-09-23 22:48:48,customer,CUST_001263,,,18963,shopping,inst_02938,browsing
17292,2022-09-23 22:51:48,customer,CUST_001263,,,18966,shopping,inst_02938,browsing
17295,2022-09-23 13:33:25,customer,CUST_001264,,,18969,shopping,inst_02939,considering
17333,2022-09-24 10:19:08,customer,CUST_000313,,,19009,shopping,inst_02957,browsing
17336,2022-09-24 10:22:08,customer,CUST_000313,,,19012,shopping,inst_02957,browsing
17338,2022-09-24 10:25:08,customer,CUST_000313,,,19014,shopping,inst_02957,browsing
17342,2022-09-24 21:13:18,customer,CUST_000340,,,19018,shopping,inst_02958,considering
17346,2022-09-24 21:19:41,customer,CUST_000340,,,19022,shopping,inst_02958,checkout
17349,2022-09-24 21:25:04,customer,CUST_000340,,,19026,shopping,inst_02958,purchased
17356,2022-09-24 13:23:15,customer,CUST_000440,,,19033,shopping,inst_02961,browsing
17358,2022-09-24 13:29:18,customer,CUST_000440,,,19035,shopping,inst_02961,browsing
17360,2022-09-24 13:32:18,customer,CUST_000440,,,19037,shopping,inst_02961,browsing
17363,2022-09-24 13:35:18,customer,CUST_000440,,,19040,shopping,inst_02961,browsing
17366,2022-09-24 15:11:25,customer,CUST_000532,,,19043,shopping,inst_02962,browsing
17369,2022-09-24 15:14:25,customer,CUST_000532,,,19046,shopping,inst_02962,browsing
17371,2022-09-24 15:17:25,customer,CUST_000532,,,19048,shopping,inst_02962,browsing
17373,2022-09-24 11:59:40,customer,CUST_000687,,,19050,shopping,inst_02963,browsing
